id_pedido,id_usuario,fecha_hora_pedido,pais,dispositivo,fuente_referencia,nombre_producto,cantidad,precio_unitario,monto_descuento,monto_total,categoria_producto,costo_unitario,proveedor,costo_total,margen_bruto
order_3789,user_410,2025-01-31,Argentina,desktop,paid_search,Laptop-Gaming-16GB,2.0,126.27,5.0,247.54,Electrónica,280.68,"Fuller, Pena and Myers",561.36,-313.82000000000005
order_3790,user_1335,2025-05-06,Colombia,mobile,paid_search,Phone-Pro-128GB,2.0,64.83,0.0,129.66,Electrónica,10.12,King Ltd,20.24,109.42
order_3791,user_7655,2025-04-26,Mexico,mobile,paid_search,Laptop-Gaming-16GB,2.0,374.39,15.0,733.78,Electrónica,280.68,"Fuller, Pena and Myers",561.36,172.41999999999996
order_3792,user_355,2025-02-11,Argentina,mobile,paid_search,Vacuum-Pro-Black,2.0,355.06,0.0,710.12,Hogar,16.6,"Rivera, Carr and Finley",33.2,676.92
order_3793,user_718,2025-06-03,Mexico,desktop,paid_search,Blender-XL-Red,1.0,457.15,10.0,447.15,Hogar,176.64,Long-Reid,176.64,270.51
order_3794,user_385,2025-01-29,Mexico,mobile,organic,Vacuum-Pro-Black,2.0,140.5,0.0,281.0,Hogar,16.6,"Rivera, Carr and Finley",33.2,247.8
order_3795,user_2725,2025-01-20,Mexico,desktop,social,Phone-Pro-128GB,2.0,93.79,10.0,177.58,Electrónica,10.12,King Ltd,20.24,157.34
order_3796,user_4778,2025-05-05,Colombia,desktop,social,Phone-Pro-128GB,1.0,241.01,0.0,241.01,Electrónica,10.12,King Ltd,10.12,230.89
order_3797,user_6175,2025-04-10,Mexico,desktop,paid_search,Tablet-Standard-64GB,2.0,240.96,5.0,476.92,Electrónica,25.21,Bowers LLC,50.42,426.5
order_3798,user_283,2025-06-17,Mexico,desktop,social,Jacket-Winter-M,2.0,22.98,10.0,35.96,Moda,189.31,Mcmillan-Rhodes,378.62,-342.66
order_3799,user_1188,2025-04-07,Mexico,mobile,organic,Vacuum-Pro-Black,1.0,437.5,5.0,432.5,Hogar,16.6,"Rivera, Carr and Finley",16.6,415.9
order_3800,user_4856,2025-02-16,Mexico,mobile,organic,Laptop-Gaming-16GB,1.0,320.65,5.0,315.65,Electrónica,280.68,"Fuller, Pena and Myers",280.68,34.96999999999997
order_3801,user_6669,2025-06-24,Colombia,desktop,organic,Tablet-Standard-64GB,1.0,171.69,5.0,166.69,Electrónica,25.21,Bowers LLC,25.21,141.48
order_3802,user_6842,2025-05-07,Mexico,mobile,paid_search,Sneakers-Urban-42,2.0,400.64,0.0,801.28,Moda,17.21,Greene-Smith,34.42,766.86
order_3803,user_5574,2025-04-24,Mexico,desktop,paid_search,Jacket-Winter-M,1.0,75.3,5.0,70.3,Moda,189.31,Mcmillan-Rhodes,189.31,-119.01
order_3804,user_5727,2025-01-30,Mexico,mobile,paid_search,Sneakers-Urban-42,1.0,230.48,0.0,230.48,Moda,17.21,Greene-Smith,17.21,213.26999999999998
order_3805,user_3615,2025-02-05,Argentina,mobile,paid_search,Vacuum-Pro-Black,1.0,66.54,10.0,56.540000000000006,Hogar,16.6,"Rivera, Carr and Finley",16.6,39.940000000000005
order_3806,user_792,2025-06-04,Argentina,mobile,organic,Laptop-Gaming-16GB,1.0,433.09,0.0,433.09,Electrónica,280.68,"Fuller, Pena and Myers",280.68,152.40999999999997
order_3807,user_2493,2025-04-23,Argentina,mobile,paid_search,Phone-Pro-128GB,1.0,491.69,0.0,491.69,Electrónica,10.12,King Ltd,10.12,481.57
order_3808,user_185,2025-06-28,Mexico,mobile,organic,Vacuum-Pro-Black,1.0,287.18,0.0,287.18,Hogar,16.6,"Rivera, Carr and Finley",16.6,270.58
order_3809,user_7326,2025-05-15,Colombia,mobile,paid_search,Phone-Pro-128GB,2.0,60.74,15.0,106.48,Electrónica,10.12,King Ltd,20.24,86.24000000000001
order_3810,user_4990,2025-04-05,Argentina,desktop,organic,Vacuum-Pro-Black,2.0,88.87,10.0,167.74,Hogar,16.6,"Rivera, Carr and Finley",33.2,134.54000000000002
order_3811,user_2217,2025-01-28,Colombia,desktop,organic,Sneakers-Urban-42,2.0,127.89,15.0,240.78,Moda,17.21,Greene-Smith,34.42,206.36
order_3812,user_5279,2025-01-09,Colombia,mobile,paid_search,Tablet-Standard-64GB,1.0,84.46,10.0,74.46,Electrónica,25.21,Bowers LLC,25.21,49.24999999999999
order_3813,user_7480,2025-05-23,Colombia,desktop,paid_search,Sneakers-Urban-42,1.0,159.05,0.0,159.05,Moda,17.21,Greene-Smith,17.21,141.84
order_3814,user_1505,2025-01-18,Argentina,desktop,paid_search,Tablet-Standard-64GB,1.0,383.64,10.0,373.64,Electrónica,25.21,Bowers LLC,25.21,348.43
order_3815,user_356,2025-03-09,Mexico,mobile,social,Phone-Pro-128GB,2.0,103.89,0.0,207.78,Electrónica,10.12,King Ltd,20.24,187.54
order_3816,user_43,2025-06-20,Mexico,mobile,organic,Tablet-Standard-64GB,1.0,412.7,10.0,402.7,Electrónica,25.21,Bowers LLC,25.21,377.49
order_3817,user_6881,2025-04-13,Argentina,desktop,social,Phone-Pro-128GB,2.0,476.49,0.0,952.98,Electrónica,10.12,King Ltd,20.24,932.74
order_3818,user_2748,2025-03-04,Colombia,mobile,organic,Tablet-Standard-64GB,2.0,309.84,15.0,604.68,Electrónica,25.21,Bowers LLC,50.42,554.26
order_3819,user_6970,2025-02-05,Argentina,mobile,social,Tablet-Standard-64GB,1.0,61.69,10.0,51.69,Electrónica,25.21,Bowers LLC,25.21,26.479999999999997
order_3820,user_7891,2025-02-11,Colombia,desktop,paid_search,Blender-XL-Red,1.0,447.22,10.0,437.22,Hogar,176.64,Long-Reid,176.64,260.58000000000004
order_3821,user_4978,2025-02-17,Mexico,desktop,paid_search,Sneakers-Urban-42,1.0,184.9,15.0,169.9,Moda,17.21,Greene-Smith,17.21,152.69
order_3822,user_2367,2025-04-25,Mexico,mobile,organic,Phone-Pro-128GB,2.0,93.41,15.0,171.82,Electrónica,10.12,King Ltd,20.24,151.57999999999998
order_3823,user_3669,2025-05-20,Mexico,mobile,social,Laptop-Gaming-16GB,2.0,161.5,0.0,323.0,Electrónica,280.68,"Fuller, Pena and Myers",561.36,-238.36
order_3824,user_6472,2025-03-09,Mexico,desktop,paid_search,Sneakers-Urban-42,1.0,41.23,0.0,41.23,Moda,17.21,Greene-Smith,17.21,24.019999999999996
order_3825,user_2153,2025-06-18,Mexico,mobile,social,Blender-XL-Red,1.0,115.73,0.0,115.73,Hogar,176.64,Long-Reid,176.64,-60.90999999999998
order_3826,user_3580,2025-04-16,Argentina,mobile,organic,Jacket-Winter-M,1.0,184.97,5.0,179.97,Moda,189.31,Mcmillan-Rhodes,189.31,-9.340000000000003
order_3827,user_256,2025-01-11,Mexico,desktop,paid_search,Vacuum-Pro-Black,2.0,268.14,0.0,536.28,Hogar,16.6,"Rivera, Carr and Finley",33.2,503.08
order_3828,user_4308,2025-02-07,Colombia,mobile,paid_search,Blender-XL-Red,2.0,39.21,0.0,78.42,Hogar,176.64,Long-Reid,353.28,-274.85999999999996
order_3829,user_5352,2025-06-29,Colombia,desktop,organic,Vacuum-Pro-Black,1.0,448.53,0.0,448.53,Hogar,16.6,"Rivera, Carr and Finley",16.6,431.92999999999995
order_3830,user_5389,2025-04-06,Argentina,desktop,organic,Blender-XL-Red,1.0,395.99,0.0,395.99,Hogar,176.64,Long-Reid,176.64,219.35000000000002
order_3831,user_1850,2025-01-04,Colombia,mobile,paid_search,Phone-Pro-128GB,2.0,418.4,0.0,836.8,Electrónica,10.12,King Ltd,20.24,816.56
order_3832,user_2143,2025-06-20,Argentina,desktop,social,Blender-XL-Red,1.0,270.31,5.0,265.31,Hogar,176.64,Long-Reid,176.64,88.67000000000002
order_3833,user_4173,2025-05-16,Mexico,desktop,paid_search,Vacuum-Pro-Black,1.0,254.5,0.0,254.5,Hogar,16.6,"Rivera, Carr and Finley",16.6,237.9
order_3834,user_325,2025-02-05,Mexico,mobile,organic,Blender-XL-Red,1.0,110.41,10.0,100.41,Hogar,176.64,Long-Reid,176.64,-76.22999999999999
order_3835,user_3007,2025-03-04,Argentina,mobile,paid_search,Blender-XL-Red,1.0,290.1,0.0,290.1,Hogar,176.64,Long-Reid,176.64,113.46000000000004
order_3836,user_4969,2025-02-24,Mexico,desktop,organic,Laptop-Gaming-16GB,1.0,65.92,0.0,65.92,Electrónica,280.68,"Fuller, Pena and Myers",280.68,-214.76
order_3837,user_4214,2025-05-02,Mexico,desktop,organic,Sneakers-Urban-42,1.0,278.24,0.0,278.24,Moda,17.21,Greene-Smith,17.21,261.03000000000003
order_3838,user_1460,2025-02-24,Colombia,mobile,paid_search,Blender-XL-Red,1.0,396.99,0.0,396.99,Hogar,176.64,Long-Reid,176.64,220.35000000000002
order_3839,user_4668,2025-04-10,Colombia,desktop,organic,Blender-XL-Red,1.0,266.33,10.0,256.33,Hogar,176.64,Long-Reid,176.64,79.69
order_3840,user_3529,2025-06-10,Mexico,mobile,organic,Jacket-Winter-M,2.0,451.75,0.0,903.5,Moda,189.31,Mcmillan-Rhodes,378.62,524.88
order_3841,user_4338,2025-01-19,Mexico,desktop,social,Phone-Pro-128GB,1.0,324.04,15.0,309.04,Electrónica,10.12,King Ltd,10.12,298.92
order_3842,user_7102,2025-02-02,Colombia,mobile,paid_search,Phone-Pro-128GB,2.0,230.11,0.0,460.22,Electrónica,10.12,King Ltd,20.24,439.98
order_3843,user_1029,2025-02-07,Colombia,mobile,paid_search,Vacuum-Pro-Black,2.0,386.22,0.0,772.44,Hogar,16.6,"Rivera, Carr and Finley",33.2,739.24
order_3844,user_7649,2025-01-18,Colombia,mobile,paid_search,Tablet-Standard-64GB,1.0,451.46,0.0,451.46,Electrónica,25.21,Bowers LLC,25.21,426.25
order_3845,user_6694,2025-01-19,Colombia,desktop,paid_search,Laptop-Gaming-16GB,1.0,302.96,15.0,287.96,Electrónica,280.68,"Fuller, Pena and Myers",280.68,7.279999999999973
order_3846,user_6854,2025-03-05,Argentina,mobile,paid_search,Vacuum-Pro-Black,2.0,94.51,0.0,189.02,Hogar,16.6,"Rivera, Carr and Finley",33.2,155.82
order_3847,user_2059,2025-04-16,Mexico,mobile,organic,Blender-XL-Red,1.0,187.57,10.0,177.57,Hogar,176.64,Long-Reid,176.64,0.9300000000000068
order_3848,user_7018,2025-04-03,Mexico,desktop,paid_search,Sneakers-Urban-42,1.0,466.78,10.0,456.78,Moda,17.21,Greene-Smith,17.21,439.57
order_3849,user_5557,2025-03-09,Colombia,desktop,organic,Sneakers-Urban-42,1.0,328.24,0.0,328.24,Moda,17.21,Greene-Smith,17.21,311.03000000000003
order_3850,user_3993,2025-04-21,Colombia,mobile,paid_search,Sneakers-Urban-42,1.0,496.68,10.0,486.68,Moda,17.21,Greene-Smith,17.21,469.47
order_3851,user_433,2025-03-24,Colombia,mobile,social,Blender-XL-Red,1.0,196.41,0.0,196.41,Hogar,176.64,Long-Reid,176.64,19.77000000000001
order_3852,user_1340,2025-01-08,Mexico,mobile,social,Jacket-Winter-M,2.0,221.17,0.0,442.34,Moda,189.31,Mcmillan-Rhodes,378.62,63.71999999999997
order_3853,user_20,2025-04-06,Colombia,desktop,social,Vacuum-Pro-Black,2.0,481.53,5.0,958.06,Hogar,16.6,"Rivera, Carr and Finley",33.2,924.8599999999999
order_3854,user_7026,2025-06-05,Colombia,mobile,social,Sneakers-Urban-42,1.0,374.74,0.0,374.74,Moda,17.21,Greene-Smith,17.21,357.53000000000003
order_3855,user_649,2025-02-27,Colombia,desktop,social,Laptop-Gaming-16GB,1.0,94.06,0.0,94.06,Electrónica,280.68,"Fuller, Pena and Myers",280.68,-186.62
order_3856,user_6431,2025-02-02,Mexico,mobile,organic,Phone-Pro-128GB,1.0,31.44,10.0,21.44,Electrónica,10.12,King Ltd,10.12,11.320000000000002
order_3857,user_1676,2025-05-11,Mexico,mobile,social,Sneakers-Urban-42,2.0,458.8,5.0,912.6,Moda,17.21,Greene-Smith,34.42,878.1800000000001
order_3858,user_5577,2025-06-15,Colombia,desktop,social,Vacuum-Pro-Black,1.0,43.74,0.0,43.74,Hogar,16.6,"Rivera, Carr and Finley",16.6,27.14
order_3859,user_6599,2025-06-12,Colombia,mobile,paid_search,Laptop-Gaming-16GB,2.0,26.16,10.0,42.32,Electrónica,280.68,"Fuller, Pena and Myers",561.36,-519.04
order_3860,user_695,2025-06-03,Mexico,mobile,social,Blender-XL-Red,1.0,347.85,5.0,342.85,Hogar,176.64,Long-Reid,176.64,166.21000000000004
order_3861,user_1835,2025-05-08,Argentina,mobile,organic,Sneakers-Urban-42,2.0,204.59,15.0,394.18,Moda,17.21,Greene-Smith,34.42,359.76
order_3862,user_1087,2025-04-21,Mexico,desktop,paid_search,Laptop-Gaming-16GB,1.0,413.39,10.0,403.39,Electrónica,280.68,"Fuller, Pena and Myers",280.68,122.70999999999998
order_3863,user_4779,2025-04-17,Mexico,desktop,organic,Sneakers-Urban-42,1.0,483.45,15.0,468.45,Moda,17.21,Greene-Smith,17.21,451.24
order_3864,user_7558,2025-01-22,Argentina,mobile,organic,Tablet-Standard-64GB,2.0,484.57,15.0,954.14,Electrónica,25.21,Bowers LLC,50.42,903.72
order_3865,user_3307,2025-02-07,Colombia,desktop,paid_search,Jacket-Winter-M,1.0,121.42,0.0,121.42,Moda,189.31,Mcmillan-Rhodes,189.31,-67.89
order_3866,user_5718,2025-01-11,Colombia,desktop,social,Sneakers-Urban-42,1.0,242.93,10.0,232.93,Moda,17.21,Greene-Smith,17.21,215.72
order_3867,user_2226,2025-04-11,Colombia,desktop,social,Blender-XL-Red,2.0,335.05,15.0,655.1,Hogar,176.64,Long-Reid,353.28,301.82000000000005
order_3868,user_2845,2025-06-16,Colombia,desktop,social,Jacket-Winter-M,1.0,360.18,5.0,355.18,Moda,189.31,Mcmillan-Rhodes,189.31,165.87
order_3869,user_2254,2025-03-29,Mexico,desktop,social,Vacuum-Pro-Black,2.0,316.34,10.0,622.68,Hogar,16.6,"Rivera, Carr and Finley",33.2,589.4799999999999
order_3870,user_5526,2025-05-18,Argentina,desktop,organic,Tablet-Standard-64GB,2.0,397.14,5.0,789.28,Electrónica,25.21,Bowers LLC,50.42,738.86
order_3871,user_3124,2025-03-20,Mexico,mobile,social,Tablet-Standard-64GB,1.0,436.57,10.0,426.57,Electrónica,25.21,Bowers LLC,25.21,401.36
order_3872,user_2297,2025-05-01,Mexico,desktop,organic,Vacuum-Pro-Black,2.0,217.75,10.0,425.5,Hogar,16.6,"Rivera, Carr and Finley",33.2,392.3
order_3873,user_5782,2025-04-09,Mexico,mobile,paid_search,Tablet-Standard-64GB,2.0,383.71,10.0,757.42,Electrónica,25.21,Bowers LLC,50.42,707.0
order_3874,user_949,2025-06-26,Colombia,mobile,paid_search,Vacuum-Pro-Black,2.0,404.98,0.0,809.96,Hogar,16.6,"Rivera, Carr and Finley",33.2,776.76
order_3875,user_170,2025-05-24,Colombia,desktop,social,Jacket-Winter-M,1.0,194.21,5.0,189.21,Moda,189.31,Mcmillan-Rhodes,189.31,-0.09999999999999432
order_3876,user_6183,2025-06-04,Mexico,desktop,organic,Laptop-Gaming-16GB,2.0,61.56,0.0,123.12,Electrónica,280.68,"Fuller, Pena and Myers",561.36,-438.24
order_3877,user_819,2025-05-27,Mexico,desktop,organic,Blender-XL-Red,1.0,458.88,0.0,458.88,Hogar,176.64,Long-Reid,176.64,282.24
order_3878,user_4301,2025-03-28,Mexico,mobile,social,Vacuum-Pro-Black,1.0,400.36,0.0,400.36,Hogar,16.6,"Rivera, Carr and Finley",16.6,383.76
order_3879,user_6370,2025-05-06,Colombia,desktop,organic,Vacuum-Pro-Black,1.0,122.2,0.0,122.2,Hogar,16.6,"Rivera, Carr and Finley",16.6,105.6
order_3880,user_3213,2025-05-17,Argentina,mobile,social,Laptop-Gaming-16GB,1.0,436.46,10.0,426.46,Electrónica,280.68,"Fuller, Pena and Myers",280.68,145.77999999999997
order_3881,user_5330,2025-06-11,Colombia,mobile,organic,Sneakers-Urban-42,2.0,374.38,15.0,733.76,Moda,17.21,Greene-Smith,34.42,699.34
order_3882,user_3447,2025-06-11,Argentina,desktop,organic,Sneakers-Urban-42,1.0,125.24,10.0,115.24,Moda,17.21,Greene-Smith,17.21,98.03
order_3883,user_2705,2025-03-11,Argentina,desktop,social,Jacket-Winter-M,1.0,22.94,0.0,22.94,Moda,189.31,Mcmillan-Rhodes,189.31,-166.37
order_3884,user_159,2025-06-02,Mexico,desktop,organic,Vacuum-Pro-Black,1.0,103.45,0.0,103.45,Hogar,16.6,"Rivera, Carr and Finley",16.6,86.85
order_3885,user_4564,2025-03-22,Colombia,mobile,organic,Sneakers-Urban-42,1.0,335.66,10.0,325.66,Moda,17.21,Greene-Smith,17.21,308.45000000000005
order_3886,user_7317,2025-03-24,Mexico,desktop,paid_search,Sneakers-Urban-42,1.0,251.01,10.0,241.01,Moda,17.21,Greene-Smith,17.21,223.79999999999998
order_3887,user_5225,2025-05-25,Argentina,mobile,organic,Vacuum-Pro-Black,1.0,101.94,5.0,96.94,Hogar,16.6,"Rivera, Carr and Finley",16.6,80.34
order_3888,user_7586,2025-03-20,Colombia,mobile,paid_search,Blender-XL-Red,2.0,238.31,0.0,476.62,Hogar,176.64,Long-Reid,353.28,123.34000000000003
order_3889,user_4210,2025-03-27,Colombia,mobile,social,Vacuum-Pro-Black,2.0,222.44,0.0,444.88,Hogar,16.6,"Rivera, Carr and Finley",33.2,411.68
order_3890,user_3049,2025-04-16,Colombia,desktop,social,Jacket-Winter-M,2.0,66.57,0.0,133.14,Moda,189.31,Mcmillan-Rhodes,378.62,-245.48000000000002
order_3891,user_5137,2025-06-03,Mexico,desktop,paid_search,Jacket-Winter-M,1.0,290.92,0.0,290.92,Moda,189.31,Mcmillan-Rhodes,189.31,101.61000000000001
order_3892,user_1620,2025-06-18,Argentina,mobile,paid_search,Phone-Pro-128GB,1.0,193.91,0.0,193.91,Electrónica,10.12,King Ltd,10.12,183.79
order_3893,user_3937,2025-06-06,Argentina,desktop,paid_search,Blender-XL-Red,2.0,230.04,0.0,460.08,Hogar,176.64,Long-Reid,353.28,106.80000000000001
order_3894,user_5861,2025-02-05,Argentina,mobile,social,Phone-Pro-128GB,1.0,468.02,0.0,468.02,Electrónica,10.12,King Ltd,10.12,457.9
order_3895,user_2752,2025-06-26,Colombia,desktop,organic,Sneakers-Urban-42,1.0,335.78,10.0,325.78,Moda,17.21,Greene-Smith,17.21,308.57
order_3896,user_6844,2025-06-25,Mexico,desktop,paid_search,Vacuum-Pro-Black,2.0,84.42,5.0,163.84,Hogar,16.6,"Rivera, Carr and Finley",33.2,130.64
order_3897,user_4915,2025-05-19,Colombia,mobile,social,Blender-XL-Red,2.0,124.44,5.0,243.88,Hogar,176.64,Long-Reid,353.28,-109.39999999999998
order_3898,user_7487,2025-02-22,Colombia,desktop,organic,Blender-XL-Red,1.0,459.15,0.0,459.15,Hogar,176.64,Long-Reid,176.64,282.51
order_3899,user_2796,2025-05-29,Mexico,mobile,organic,Blender-XL-Red,2.0,76.97,10.0,143.94,Hogar,176.64,Long-Reid,353.28,-209.33999999999997
order_3900,user_4031,2025-01-31,Argentina,mobile,organic,Sneakers-Urban-42,1.0,134.53,0.0,134.53,Moda,17.21,Greene-Smith,17.21,117.32
order_3901,user_6447,2025-03-16,Mexico,mobile,social,Laptop-Gaming-16GB,1.0,188.26,10.0,178.26,Electrónica,280.68,"Fuller, Pena and Myers",280.68,-102.42000000000002
order_3902,user_3611,2025-02-22,Colombia,desktop,paid_search,Phone-Pro-128GB,1.0,156.46,5.0,151.46,Electrónica,10.12,King Ltd,10.12,141.34
order_3903,user_2266,2025-06-12,Mexico,mobile,organic,Phone-Pro-128GB,2.0,133.38,0.0,266.76,Electrónica,10.12,King Ltd,20.24,246.51999999999998
order_3904,user_4864,2025-02-16,Colombia,mobile,paid_search,Phone-Pro-128GB,2.0,99.58,0.0,199.16,Electrónica,10.12,King Ltd,20.24,178.92
order_3905,user_4323,2025-05-08,Colombia,desktop,paid_search,Jacket-Winter-M,1.0,497.5,0.0,497.5,Moda,189.31,Mcmillan-Rhodes,189.31,308.19
order_3906,user_793,2025-04-11,Argentina,desktop,social,Vacuum-Pro-Black,2.0,279.89,5.0,554.78,Hogar,16.6,"Rivera, Carr and Finley",33.2,521.5799999999999
order_3907,user_6630,2025-03-11,Colombia,desktop,social,Sneakers-Urban-42,1.0,94.96,0.0,94.96,Moda,17.21,Greene-Smith,17.21,77.75
order_3908,user_6628,2025-04-28,Mexico,desktop,organic,Phone-Pro-128GB,1.0,48.52,15.0,33.52,Electrónica,10.12,King Ltd,10.12,23.400000000000006
order_3909,user_5213,2025-02-07,Argentina,mobile,paid_search,Laptop-Gaming-16GB,1.0,57.93,5.0,52.93,Electrónica,280.68,"Fuller, Pena and Myers",280.68,-227.75
order_3910,user_4037,2025-01-19,Colombia,desktop,organic,Vacuum-Pro-Black,1.0,191.58,5.0,186.58,Hogar,16.6,"Rivera, Carr and Finley",16.6,169.98000000000002
order_3911,user_2195,2025-04-07,Colombia,mobile,social,Phone-Pro-128GB,1.0,56.43,5.0,51.43,Electrónica,10.12,King Ltd,10.12,41.31
order_3912,user_1487,2025-04-11,Colombia,mobile,paid_search,Sneakers-Urban-42,1.0,393.94,5.0,388.94,Moda,17.21,Greene-Smith,17.21,371.73
order_3913,user_380,2025-02-18,Argentina,desktop,paid_search,Phone-Pro-128GB,1.0,82.28,0.0,82.28,Electrónica,10.12,King Ltd,10.12,72.16
order_3914,user_3200,2025-03-07,Argentina,desktop,organic,Jacket-Winter-M,1.0,294.07,10.0,284.07,Moda,189.31,Mcmillan-Rhodes,189.31,94.75999999999999
order_3915,user_4430,2025-04-27,Colombia,desktop,social,Blender-XL-Red,1.0,264.79,0.0,264.79,Hogar,176.64,Long-Reid,176.64,88.15000000000003
order_3916,user_3757,2025-05-21,Colombia,mobile,social,Tablet-Standard-64GB,2.0,163.56,0.0,327.12,Electrónica,25.21,Bowers LLC,50.42,276.7
order_3917,user_3449,2025-03-12,Mexico,mobile,organic,Sneakers-Urban-42,2.0,169.25,5.0,333.5,Moda,17.21,Greene-Smith,34.42,299.08
order_3918,user_362,2025-04-18,Argentina,desktop,organic,Blender-XL-Red,1.0,366.98,0.0,366.98,Hogar,176.64,Long-Reid,176.64,190.34000000000003
order_3919,user_5174,2025-01-14,Mexico,mobile,organic,Tablet-Standard-64GB,2.0,422.38,10.0,834.76,Electrónica,25.21,Bowers LLC,50.42,784.34
order_3920,user_7183,2025-06-10,Colombia,desktop,organic,Sneakers-Urban-42,2.0,376.16,0.0,752.32,Moda,17.21,Greene-Smith,34.42,717.9000000000001
order_3921,user_7458,2025-06-02,Argentina,mobile,social,Jacket-Winter-M,2.0,39.66,5.0,74.32,Moda,189.31,Mcmillan-Rhodes,378.62,-304.3
order_3922,user_1975,2025-04-22,Colombia,mobile,paid_search,Blender-XL-Red,2.0,310.56,10.0,611.12,Hogar,176.64,Long-Reid,353.28,257.84000000000003
order_3923,user_3574,2025-01-31,Argentina,desktop,social,Phone-Pro-128GB,1.0,85.32,0.0,85.32,Electrónica,10.12,King Ltd,10.12,75.19999999999999
order_3924,user_1697,2025-02-01,Mexico,desktop,social,Jacket-Winter-M,1.0,377.14,0.0,377.14,Moda,189.31,Mcmillan-Rhodes,189.31,187.82999999999998
order_3925,user_7379,2025-01-14,Mexico,mobile,organic,Phone-Pro-128GB,2.0,496.99,10.0,983.98,Electrónica,10.12,King Ltd,20.24,963.74
order_3926,user_6240,2025-01-18,Argentina,desktop,organic,Tablet-Standard-64GB,2.0,43.9,0.0,87.8,Electrónica,25.21,Bowers LLC,50.42,37.379999999999995
order_3927,user_6895,2025-05-21,Mexico,desktop,organic,Blender-XL-Red,2.0,497.64,5.0,990.28,Hogar,176.64,Long-Reid,353.28,637.0
order_3928,user_5410,2025-02-02,Colombia,desktop,organic,Vacuum-Pro-Black,1.0,135.06,0.0,135.06,Hogar,16.6,"Rivera, Carr and Finley",16.6,118.46000000000001
order_3929,user_6124,2025-06-25,Argentina,mobile,social,Jacket-Winter-M,1.0,480.84,5.0,475.84,Moda,189.31,Mcmillan-Rhodes,189.31,286.53
order_3930,user_1732,2025-01-11,Argentina,desktop,paid_search,Laptop-Gaming-16GB,2.0,455.76,5.0,906.52,Electrónica,280.68,"Fuller, Pena and Myers",561.36,345.15999999999997
order_3931,user_411,2025-05-26,Mexico,desktop,paid_search,Vacuum-Pro-Black,2.0,218.79,10.0,427.58,Hogar,16.6,"Rivera, Carr and Finley",33.2,394.38
order_3932,user_5844,2025-01-29,Colombia,desktop,organic,Laptop-Gaming-16GB,1.0,481.82,10.0,471.82,Electrónica,280.68,"Fuller, Pena and Myers",280.68,191.14
order_3933,user_2096,2025-06-09,Colombia,desktop,paid_search,Phone-Pro-128GB,1.0,445.49,5.0,440.49,Electrónica,10.12,King Ltd,10.12,430.37
order_3934,user_6107,2025-03-14,Colombia,mobile,organic,Laptop-Gaming-16GB,1.0,177.74,10.0,167.74,Electrónica,280.68,"Fuller, Pena and Myers",280.68,-112.94
order_3935,user_7973,2025-03-01,Mexico,mobile,organic,Vacuum-Pro-Black,1.0,413.22,10.0,403.22,Hogar,16.6,"Rivera, Carr and Finley",16.6,386.62
order_3936,user_4947,2025-06-04,Mexico,desktop,paid_search,Blender-XL-Red,2.0,130.02,10.0,250.04000000000002,Hogar,176.64,Long-Reid,353.28,-103.23999999999995
order_3937,user_1899,2025-03-10,Colombia,desktop,organic,Laptop-Gaming-16GB,1.0,31.54,0.0,31.54,Electrónica,280.68,"Fuller, Pena and Myers",280.68,-249.14000000000001
order_3938,user_6585,2025-04-01,Argentina,mobile,paid_search,Sneakers-Urban-42,1.0,314.31,5.0,309.31,Moda,17.21,Greene-Smith,17.21,292.1
order_3939,user_3233,2025-02-08,Argentina,desktop,organic,Laptop-Gaming-16GB,2.0,166.6,10.0,323.2,Electrónica,280.68,"Fuller, Pena and Myers",561.36,-238.16000000000003
order_3940,user_7104,2025-05-30,Colombia,desktop,organic,Laptop-Gaming-16GB,2.0,211.66,10.0,413.32,Electrónica,280.68,"Fuller, Pena and Myers",561.36,-148.04000000000002
order_3941,user_5811,2025-02-26,Argentina,mobile,paid_search,Vacuum-Pro-Black,2.0,336.23,0.0,672.46,Hogar,16.6,"Rivera, Carr and Finley",33.2,639.26
order_3942,user_331,2025-04-09,Argentina,mobile,organic,Jacket-Winter-M,2.0,215.68,10.0,421.36,Moda,189.31,Mcmillan-Rhodes,378.62,42.74000000000001
order_3943,user_1842,2025-06-07,Mexico,desktop,social,Blender-XL-Red,1.0,74.01,5.0,69.01,Hogar,176.64,Long-Reid,176.64,-107.62999999999998
order_3944,user_29,2025-02-11,Mexico,mobile,organic,Vacuum-Pro-Black,1.0,140.72,15.0,125.72,Hogar,16.6,"Rivera, Carr and Finley",16.6,109.12
order_3945,user_281,2025-06-07,Colombia,mobile,social,Phone-Pro-128GB,2.0,267.29,0.0,534.58,Electrónica,10.12,King Ltd,20.24,514.34
order_3946,user_3610,2025-03-11,Mexico,mobile,paid_search,Laptop-Gaming-16GB,1.0,237.31,0.0,237.31,Electrónica,280.68,"Fuller, Pena and Myers",280.68,-43.370000000000005
order_3947,user_3712,2025-02-01,Colombia,mobile,paid_search,Sneakers-Urban-42,2.0,59.91,0.0,119.82,Moda,17.21,Greene-Smith,34.42,85.39999999999999
order_3948,user_5765,2025-04-15,Argentina,mobile,paid_search,Tablet-Standard-64GB,1.0,217.06,0.0,217.06,Electrónica,25.21,Bowers LLC,25.21,191.85
